63,给这片子挑毛病的话，那真是没法挑。因为到处是窟窿，到处都是硬伤，到处都是现实中几乎不可能发生的事情。但还是打五星因为喜欢啊，因为这就是表达内心任性的时刻嘛！画面好看，音乐好听，而且燃啊！真他妈的燃！PS：电影中出现的格陵兰冰岛喜马拉雅山竟然都是在冰岛取景的。
64,这片简直是为豆瓣er订制的……
65,3.5。1.重度意淫如同性高潮。2.奇妙空间格局促我想及塔蒂[玩乐时间]。3.胶片与水池的叠影。4.开拓视野，看见世界。5.返老还童一瞥+1。6.荒野徒旅后半场没啥意思，西恩潘打酱油也不够亮。7.致敬传统纸媒与日本[编舟记]异曲同工。
66,Remind me of a lot of beautiful things I haven't done... Thank you.
67,故事本身并没有亮点，Ben Stiller投机取巧，完全靠风景和Life杂志的精神遗产这一概念拉感情票。冰岛的风景在这部电影里就是花瓶的角色，一种被知识分子睡了还不能抗议的感觉。 角色过于自我中心，格陵兰、冰岛、喜马拉雅投影出的异国风情被利用了而已。另外格陵兰和喜马拉雅的部分都是冰岛取景。
68,三星半，本斯蒂勒告诉我们，屌丝梦想那么远又这么近。电影描写正是小人物的白日梦状态，真实又搞笑，故事发展有些过于教科书式励志，但结尾足够震撼。“发现”是电影主题，很贴切，把一个说教的故事拍得不说教，这是优点
69,Beautiful things do not ask for attentions.  献给那些，成就伟大瞬间背后的每一个人。迄今为止，看过在摄影取景上最严谨的两部片子，一是《国王的演讲》，再就是这部《白日梦想家》。每一贞的镜头，单独截下来，都可以做标准的摄影示范！本斯蒂勒，这个逗比，没想到了做了导演竟然功力如此了得！
70,一个巨长的尼康相机广告，风景无限好，视效无限好，原声无限好，但就像漂亮的旅行手记，读了再多也不是你的。何况对于旅行的定义有点功利了。和Frances Ha真是小清新深度定制下理想照进现实的两种极端啊，家长和孩子一人一部看着好极了。【Adam Scott这个小坏蛋好萌啊嘤嘤嘤
71,平时特反感旅行鸡汤和心灵鸡汤，一放到电影里却非常受用。旅行和做梦虽然不能直接解决生活难题，却给予我们直面它的心情与勇气。就像微博鸡汤说的：不去旅行不去冒险不去尝试没试过的生活， 只每天挂QQ刷微博逛淘宝， 干着80岁都能做的事…要青春有毛用。故事有活力，歌曲好听。
72,"If I like a moment, I don't like to have the distraction of the camera. Just want to stay in it. 美的事物并不寻求关注。雪豹出现和Life Aquatic里所有人屏息注视豹纹鲨的感觉如出一辙。Space Oddity加分加到满！"
73,很精致有趣的心灵鸡汤，尽管情节无甚新意，看起来还是很舒服的。有些小细节处理得很好；封面照片这个梗一直推动着故事发展，很吸引人；风景非常漂亮，蓝光版绝对是示范级的画质！好莱坞这样纯熟的制造能力还是很令人佩服的，如果国内一年能出三五部这样品质的鸡汤电影就很好啦。三星半。
74,Beautiful thing don't ask for attraction.
75,差强人意，北欧风光加分
76,意淫王，面瘫王。。。
77,老男人也有梦想的春天。给力
78,本片讲述了旅行和冒险的意义在于打发庸俗和乏味的中产阶级的生活，还有吸引异性和让自己的简历更好看。不过这个电影拍得非常美，很适合寒冷的夜里配合一杯热茶，想着该死的小心事。
79,三星半。配乐和摄影很棒。多半颗给肖恩.潘的那句“Beautiful things do not ask for attentions”，与所有喜欢摄影的人共勉。
80,一个巨长的尼康相机广告，风景无限好，视效无限好，原声无限好，但就像漂亮的旅行手记，读了再多也不是你的。何况对于旅行的定义有点功利了。和Frances Ha真是小清新深度定制下理想照进现实的两种极端啊，家长和孩子一人一部看着好极了。【Adam Scott这个小坏蛋好萌啊嘤嘤嘤
81,平时特反感旅行鸡汤和心灵鸡汤，一放到电影里却非常受用。旅行和做梦虽然不能直接解决生活难题，却给予我们直面它的心情与勇气。就像微博鸡汤说的：不去旅行不去冒险不去尝试没试过的生活， 只每天挂QQ刷微博逛淘宝， 干着80岁都能做的事…要青春有毛用。故事有活力，歌曲好听。
82,"If I like a moment, I don't like to have the distraction of the camera. Just want to stay in it. 美的事物并不寻求关注。雪豹出现和Life Aquatic里所有人屏息注视豹纹鲨的感觉如出一辙。Space Oddity加分加到满！"
83,很精致有趣的心灵鸡汤，尽管情节无甚新意，看起来还是很舒服的。有些小细节处理得很好；封面照片这个梗一直推动着故事发展，很吸引人；风景非常漂亮，蓝光版绝对是示范级的画质！好莱坞这样纯熟的制造能力还是很令人佩服的，如果国内一年能出三五部这样品质的鸡汤电影就很好啦。三星半。
84,Beautiful thing don't ask for attraction.
85,差强人意，北欧风光加分
86,意淫王，面瘫王。。。
87,老男人也有梦想的春天。给力
88,本片讲述了旅行和冒险的意义在于打发庸俗和乏味的中产阶级的生活，还有吸引异性和让自己的简历更好看。不过这个电影拍得非常美，很适合寒冷的夜里配合一杯热茶，想着该死的小心事。
89,三星半。配乐和摄影很棒。多半颗给肖恩.潘的那句“Beautiful things do not ask for attentions”，与所有喜欢摄影的人共勉。
90,最近烂生活的阳光，相信生活相信勇气，爱这部！！！
91,面对生活，热爱生活，才能脑洞更大。
92,【C+】想赞的点多，想吐槽的点也多。定位略尴尬，作为鸡汤熬得不够醇，无论是励志还是温情都有点差火候，作为喜剧笑点似乎和影片又格格不入，某些剧情设置太弱智，不停插入的白日梦和其它又破坏了影片节奏。但是画面是真美啊，随便截个图都能当桌面的节奏，配乐也好听。因为最后那张封面，加一星。
93,我猜到了杂志封面。【男主好像Seth Meyers啊分分钟走神。。。
94,1月看到的最好的一部电影！其实不喜欢前半部分经常脱线的Walter，但是从他坐上飞机开始精彩值瞬间爆表！冰岛的景色美醉我！配乐赞的没谁了！25号底片又太煽情！💯
95,好好看！电影从表面上来看，是对纸媒文化的衰败默哀，实则却是悼念着正在消失的记者精神。为了拍火山爆发而把双脚绑在飞机翼，为了拍雪豹而在雪山装成一块岩石…这些都是不复再的记者精神。年度五星推荐😭😭😭
96,"TO SEE THE WORLD, THINGS DANGEROUS TO COME TO, TO SEE BEHIND WALLS, TO DRAW CLOSER, TO FIND EACH OTHER AND TO FEEL. THAT IS THE PURPOSE OF LIFE. 太燃了！！！！！"
97,動人的風景，尤其在大銀幕領略wide shot。世界真大，人真小
98,追梦需要动机，重要的还是过程，因为即便追到了，也有可能觉得“不过如此”。很棒的片子，荒诞离奇，又舒服温暖。音乐太赞！
99,美国版《等风来》
100,最近烂生活的阳光，相信生活相信勇气，爱这部！！！
101,面对生活，热爱生活，才能脑洞更大。
102,【C+】想赞的点多，想吐槽的点也多。定位略尴尬，作为鸡汤熬得不够醇，无论是励志还是温情都有点差火候，作为喜剧笑点似乎和影片又格格不入，某些剧情设置太弱智，不停插入的白日梦和其它又破坏了影片节奏。但是画面是真美啊，随便截个图都能当桌面的节奏，配乐也好听。因为最后那张封面，加一星。
103,我猜到了杂志封面。【男主好像Seth Meyers啊分分钟走神。。。
104,1月看到的最好的一部电影！其实不喜欢前半部分经常脱线的Walter，但是从他坐上飞机开始精彩值瞬间爆表！冰岛的景色美醉我！配乐赞的没谁了！25号底片又太煽情！💯
105,好好看！电影从表面上来看，是对纸媒文化的衰败默哀，实则却是悼念着正在消失的记者精神。为了拍火山爆发而把双脚绑在飞机翼，为了拍雪豹而在雪山装成一块岩石…这些都是不复再的记者精神。年度五星推荐😭😭😭
106,"TO SEE THE WORLD, THINGS DANGEROUS TO COME TO, TO SEE BEHIND WALLS, TO DRAW CLOSER, TO FIND EACH OTHER AND TO FEEL. THAT IS THE PURPOSE OF LIFE. 太燃了！！！！！"
107,動人的風景，尤其在大銀幕領略wide shot。世界真大，人真小
108,追梦需要动机，重要的还是过程，因为即便追到了，也有可能觉得“不过如此”。很棒的片子，荒诞离奇，又舒服温暖。音乐太赞！
109,美国版《等风来》
110,无论人多大，都是有梦想的
111,梦想家是谁？林志颖吗？2014.8.5克拉斯诺亚尔斯克
112,白日梦爱好者经常的脑内小剧场
113,"boring shit. couldn't stand it and had to skip to the last minute after 10 minutes, and guess what, the ""last minute"" was boring as hell, too."
114,"被结尾那张照片击中泪目.. 这个故事对我更多的感触是, 更加赞同人生的意义在于走出去.. 路上发生的一切就好像一颗颗闪亮的星星, 再回首的时候会发现不知不觉的竟收集了漫天的繁星.."
115,牛逼到爆的预告必然迎来其实一般的正片，故事跟我预想的有些差别，单一的表现手法到后来干脆讲别的去了，即便如此仍旧是很有诚意的，很年轻一部影片。
116,旅行宣传片吧。。等你自己出门了就知道根本不可能这么一帆风顺。。
117,原声好听，摄影很美，配上心灵鸡汤的故事，让人轻松自在。PS：本斯蒂勒的蓝眼睛好显眼~
118,我本来真以为是喜剧片但原来是文艺片啊。。感觉。。感觉我应该要有感觉
119,献给那些在生活中渴望一场“说走就走的旅行”却总是因为各种原因无法实现的朋友们。那些美丽的景色在美妙的音乐的衬托下，是如此让人陶醉，仿佛是人间仙境。于我，最喜欢也觉得最好看的或许就是那些天马行空的白日梦了，可惜心灵鸡汤似的故事于我不甚有趣，倒是那些文字特别的出现发现让我眼前一亮。
120,无论人多大，都是有梦想的
121,梦想家是谁？林志颖吗？2014.8.5克拉斯诺亚尔斯克
122,白日梦爱好者经常的脑内小剧场
123,"boring shit. couldn't stand it and had to skip to the last minute after 10 minutes, and guess what, the ""last minute"" was boring as hell, too."
124,"被结尾那张照片击中泪目.. 这个故事对我更多的感触是, 更加赞同人生的意义在于走出去.. 路上发生的一切就好像一颗颗闪亮的星星, 再回首的时候会发现不知不觉的竟收集了漫天的繁星.."
125,牛逼到爆的预告必然迎来其实一般的正片，故事跟我预想的有些差别，单一的表现手法到后来干脆讲别的去了，即便如此仍旧是很有诚意的，很年轻一部影片。
126,旅行宣传片吧。。等你自己出门了就知道根本不可能这么一帆风顺。。
127,原声好听，摄影很美，配上心灵鸡汤的故事，让人轻松自在。PS：本斯蒂勒的蓝眼睛好显眼~
128,我本来真以为是喜剧片但原来是文艺片啊。。感觉。。感觉我应该要有感觉
129,献给那些在生活中渴望一场“说走就走的旅行”却总是因为各种原因无法实现的朋友们。那些美丽的景色在美妙的音乐的衬托下，是如此让人陶醉，仿佛是人间仙境。于我，最喜欢也觉得最好看的或许就是那些天马行空的白日梦了，可惜心灵鸡汤似的故事于我不甚有趣，倒是那些文字特别的出现发现让我眼前一亮。
130,"Stop Dreaming,Start Living. 电影院上映第二天就去看，看完只想说： Ben Stiller你这么帅，你妈知道吗？"
131,本叔在烂仔帮积蓄多年的能量爆发了。无数亮点十足的广角镜头，配上春风化雨的励志配乐，真有点理查德·柯蒂斯的影子。片子并没有摆脱心灵鸡汤的框架，但仍能把那些无病呻吟的治愈系甩开十万条街。是的，只有跃过墨守成规的生活，你那多不胜数的意淫才会焕发触手可及的光彩。
132,冰岛好美
133,你就是你生命中最精彩的封面！有的时候我不拍，只是想静静地欣赏属于我的那个瞬间。📷
134,第一次在大屏幕上看偶像西恩·潘，结尾要是麦格芬就好了
135,热烈推荐，非常好看，绝对的节日欢乐向励志片。开始看会觉得男主就是“想太多”，到后来就能体会出，敢想是敢做的第一步。Wiig卡司的很好，和这片怪咖的风格很搭
136,画面很美，虽然是一部鸡汤片，但因为致敬《生活》杂志，导致最后差点哭出来……啊，伟大的杂志结束了，一个美好时代结束了。
137,去还是不去的时候选去。
138,虽然猜到所有的梗和情节走向，还是决定四星——我不再做白日梦了，因为我已经就在梦想里。
139,ben stiller自编自导自演的作品，平凡者的wild dream！cool！西恩潘果然是荒野爱好者，cool！
140,"Stop Dreaming,Start Living. 电影院上映第二天就去看，看完只想说： Ben Stiller你这么帅，你妈知道吗？"
141,本叔在烂仔帮积蓄多年的能量爆发了。无数亮点十足的广角镜头，配上春风化雨的励志配乐，真有点理查德·柯蒂斯的影子。片子并没有摆脱心灵鸡汤的框架，但仍能把那些无病呻吟的治愈系甩开十万条街。是的，只有跃过墨守成规的生活，你那多不胜数的意淫才会焕发触手可及的光彩。
142,冰岛好美
143,你就是你生命中最精彩的封面！有的时候我不拍，只是想静静地欣赏属于我的那个瞬间。📷
144,第一次在大屏幕上看偶像西恩·潘，结尾要是麦格芬就好了
145,热烈推荐，非常好看，绝对的节日欢乐向励志片。开始看会觉得男主就是“想太多”，到后来就能体会出，敢想是敢做的第一步。Wiig卡司的很好，和这片怪咖的风格很搭
146,画面很美，虽然是一部鸡汤片，但因为致敬《生活》杂志，导致最后差点哭出来……啊，伟大的杂志结束了，一个美好时代结束了。
147,去还是不去的时候选去。
148,虽然猜到所有的梗和情节走向，还是决定四星——我不再做白日梦了，因为我已经就在梦想里。
149,ben stiller自编自导自演的作品，平凡者的wild dream！cool！西恩潘果然是荒野爱好者，cool！
150,輕描淡寫的波瀾壯闊 這樣吧 我們先做好自己身邊最小最平凡的事情 然後就能去跳海啦~BGM狂讚公路滑板那段狂讚
151,片子好坏和喜欢与否也许是两种评判标准；这片子真是让我喜欢得要死，看完之后好像整个世界都更美好了似的。。。我觉得Ben Stiller可以提名最佳导演！！
152,这个片子有点儿装逼，但逼格仍然是很好的，有种特别契合豆瓣审美的特质。是我喜欢的电影，但是一个人抱着个电脑看，还是多少有点辜负导演和摄影的努力了。
153,本片其实讲的是一个胶片摄影师和底片处理师之间深厚的基情。
154,"两年前并没有看懂，重刷了一遍看哭了好几次。“To see the world, things dangerous to come to, to see behind walls, to draw closer, to find each other and to feel, that is the purpose of life.”"
155,twist太轻，钱夹是个学生短片的twist，而不该属于一部探讨人生成长的长片。前半部创意很好，后边剪辑还不错，但情节略扯，比如为什么要扔钱包，为什么妈妈给捡回来，问题的解决都太轻。最后那张照片也不符合Jerk经理的秉性。好吧，颜色控制还不错。开场戏，片头字幕设计不错
156,屌丝梦醒家。
157,如果，你恰巧在我身边，恰巧遇到了我突然安静无言，又恰巧看到了我的目光飘散，那时候的我，不是于某部电影把自己镶嵌，就是将自己的或者，也许，可能杜撰，也许某一天，白日梦就“变现”。
158,啃了遍生肉！有熟肉再看一次！风景好漂亮！
159,说不上来的感觉
160,輕描淡寫的波瀾壯闊 這樣吧 我們先做好自己身邊最小最平凡的事情 然後就能去跳海啦~BGM狂讚公路滑板那段狂讚
161,片子好坏和喜欢与否也许是两种评判标准；这片子真是让我喜欢得要死，看完之后好像整个世界都更美好了似的。。。我觉得Ben Stiller可以提名最佳导演！！
162,这个片子有点儿装逼，但逼格仍然是很好的，有种特别契合豆瓣审美的特质。是我喜欢的电影，但是一个人抱着个电脑看，还是多少有点辜负导演和摄影的努力了。
163,本片其实讲的是一个胶片摄影师和底片处理师之间深厚的基情。
164,"两年前并没有看懂，重刷了一遍看哭了好几次。“To see the world, things dangerous to come to, to see behind walls, to draw closer, to find each other and to feel, that is the purpose of life.”"
165,twist太轻，钱夹是个学生短片的twist，而不该属于一部探讨人生成长的长片。前半部创意很好，后边剪辑还不错，但情节略扯，比如为什么要扔钱包，为什么妈妈给捡回来，问题的解决都太轻。最后那张照片也不符合Jerk经理的秉性。好吧，颜色控制还不错。开场戏，片头字幕设计不错
166,屌丝梦醒家。
167,如果，你恰巧在我身边，恰巧遇到了我突然安静无言，又恰巧看到了我的目光飘散，那时候的我，不是于某部电影把自己镶嵌，就是将自己的或者，也许，可能杜撰，也许某一天，白日梦就“变现”。
168,啃了遍生肉！有熟肉再看一次！风景好漂亮！
169,说不上来的感觉
170,好正好治愈
171,20分钟，照片底片没了。随后各种满世界找，风景好棒，梦做的好好，路程坎坷…到了1小时20分，找到了。然后缓了30分钟，结束了…咱不带这么编剧的无聊的强加的做作的…
172,这是我一直想写的故事啊。。。。。肿么办。。。
173,剧情没让我失望，真希望我也有那么多钱出国旅行~结尾的时候有点小感动~
174,"新版心灵鸡汤...有时候做和不做真的差的不是念想,而是动力...电影手法可爱,让人看得心暖和和的...让sean penn演那怪胎摄影师真是找对人了"
175,挺不错的，而且格陵兰和冰岛这种世界角落的选址也非常符合我的价值观。我总是在鼓励身边人突破生活的束缚，放开去寻找自我，本片中的主角阴差阳错也是在做这事。
176,拍的那么美，如此的温情，像这样有感觉的幽默，你多生活的热枕不就该是那些冒险不拘日常所做的事吗。i love it.
177,来一发说走就走的旅行。题材4星电影木有星。而且男女主一点点火花都木有啊。。。
178,"""To see the world, things dangerous to come to;To see behind walls, to draw closer;To find each other and to feel.""清新款鸡汤。"
179,梦想可以改变，但不能没有！
180,好正好治愈
181,20分钟，照片底片没了。随后各种满世界找，风景好棒，梦做的好好，路程坎坷…到了1小时20分，找到了。然后缓了30分钟，结束了…咱不带这么编剧的无聊的强加的做作的…
182,这是我一直想写的故事啊。。。。。肿么办。。。
183,剧情没让我失望，真希望我也有那么多钱出国旅行~结尾的时候有点小感动~
184,"新版心灵鸡汤...有时候做和不做真的差的不是念想,而是动力...电影手法可爱,让人看得心暖和和的...让sean penn演那怪胎摄影师真是找对人了"
185,挺不错的，而且格陵兰和冰岛这种世界角落的选址也非常符合我的价值观。我总是在鼓励身边人突破生活的束缚，放开去寻找自我，本片中的主角阴差阳错也是在做这事。
186,拍的那么美，如此的温情，像这样有感觉的幽默，你多生活的热枕不就该是那些冒险不拘日常所做的事吗。i love it.
187,来一发说走就走的旅行。题材4星电影木有星。而且男女主一点点火花都木有啊。。。
188,"""To see the world, things dangerous to come to;To see behind walls, to draw closer;To find each other and to feel.""清新款鸡汤。"
189,梦想可以改变，但不能没有！
190,很喜爱第一部片子，有许多的亮点，看着很轻松很愉快。配乐很赞。
191,把曾感动我的剧本排成标准好莱坞大片，减一星……
192,慢热 回味
193,白领晒相师大冒险，挺温馨朴实的故事，硬要塞进一些Ben Stiller不温不火的大场面和恶趣味，而且广告片般的风格，即使摄影再漂亮都有种假过头的感觉。好在Sean Penn几分钟的演技就使主题升华起来了
194,处于低谷期需要强力鸡汤进补，但其实这个片子并不是鸡汤也没那么励志。倒是男主角的脑洞时常让我会心一笑，B站里面大家讨论的时候也都说，丫绝逼是个双鱼座吧~！哈哈哈，是的，脑洞让我们的生活变得有趣，有时也会陷入癫狂，accept and holding on~
195,励志小品，心灵鸡汤。故事很普通而且到了高潮处反而有些平了，但是配乐赞，风景美，寓意也很棒，这些都是加分点。让梦想照进现实，白日梦的梗还挺有趣的。走出去，在旅行中认清现实，收获爱情。那些静谧美丽的风景一帧帧铺展开就像阳光温暖人心。最后的照片很令人感动。三星半。
196,其实这么多人爱管别人闲事就是因为自己的故事太无聊了，只好关注你的故事
197,cover的这版ground control to major tom还挺好听的
198,这片儿不在电影院看简直是浪费那么美的景色。虽然内核仍然是说走就走，但是形式上拍出了几分新意，最后不该找到那个底片，否则就是对坡的《失窃的信》的致敬咯。
199,想起了自己
